period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,AK,Alaska,516.2,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,AL,Alabama,4459.2,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,AR,Arkansas,2497.3,Thousands of registered vehicles
2023,LDVHN,Total (all fuels) vehicle light-duty stocks,AZ,Arizona,6020.4,Thousands of registered vehicles
2023,EV2CN,Level 2 charging ports for electric vehicles,MI,Michigan,2843,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,MN,Minnesota,1567,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,MO,Missouri,2434,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,MS,Mississippi,307,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,MT,Montana,204,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,NC,North Carolina,3474,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,ND,North Dakota,122,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,NE,Nebraska,434,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,NH,New Hampshire,463,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,NJ,New Jersey,3122,Number
2023,EV2CN,Level 2 charging ports for electric vehicles,NM,New Mexico,458,Number
2023,EVCHN,Total charging ports for electric vehicles,IN,Indiana,1683,Number
2023,EVCHN,Total charging ports for electric vehicles,KS,Kansas,1250,Number
2023,EVCHN,Total charging ports for electric vehicles,KY,Kentucky,888,Number
2023,ELEXD,Electricity exports average price,AL,Alabama,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,AR,Arkansas,0,Dollars per million Btu
2023,ELEXB,Electricity exported from the United States,AK,Alaska,0,Billion Btu
2023,ELEXD,Electricity exports average price,MA,Massachusetts,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,MD,Maryland,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,ME,Maine,21.03,Dollars per million Btu
2023,ELEXD,Electricity exports average price,MI,Michigan,21.03,Dollars per million Btu
2023,ELEXD,Electricity exports average price,NV,Nevada,0,Dollars per million Btu
2023,ELEXB,Electricity exported from the United States,PA,Pennsylvania,0,Billion Btu
2023,ELEXP,Electricity exported from the United States,IL,Illinois,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,IN,Indiana,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,KS,Kansas,0,Million kilowatthours
2023,ELEXD,Electricity exports average price,AZ,Arizona,21.03,Dollars per million Btu
2023,ELEXP,Electricity exported from the United States,MT,Montana,801,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,NC,North Carolina,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,ND,North Dakota,966,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,NE,Nebraska,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,AK,Alaska,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,KY,Kentucky,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,NH,New Hampshire,0,Million kilowatthours
2023,ELEXB,Electricity exported from the United States,IL,Illinois,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,IN,Indiana,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,KS,Kansas,0,Billion Btu
2023,ELEXP,Electricity exported from the United States,GA,Georgia,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,HI,Hawaii,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,IA,Iowa,0,Million kilowatthours
2023,ELEXB,Electricity exported from the United States,KY,Kentucky,0,Billion Btu
2023,ELEXP,Electricity exported from the United States,AL,Alabama,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,AR,Arkansas,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,AZ,Arizona,4,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,CA,California,1198,Million kilowatthours
2023,ELEXB,Electricity exported from the United States,RI,Rhode Island,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,SC,South Carolina,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,SD,South Dakota,0,Billion Btu
2023,ELEXD,Electricity exports average price,CA,California,21.03,Dollars per million Btu
2023,ELEXD,Electricity exports average price,CO,Colorado,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,CT,Connecticut,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,DC,District of Columbia,0,Dollars per million Btu
2023,ELEXP,Electricity exported from the United States,ID,Idaho,0,Million kilowatthours
2023,ELEXB,Electricity exported from the United States,TN,Tennessee,0,Billion Btu
2023,ELEXP,Electricity exported from the United States,MI,Michigan,3453,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,MN,Minnesota,655,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,MO,Missouri,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,MS,Mississippi,0,Million kilowatthours
2023,ELEXD,Electricity exports average price,DE,Delaware,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,NY,New York,21.03,Dollars per million Btu
2023,ELEXD,Electricity exports average price,OH,Ohio,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,OK,Oklahoma,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,OR,Oregon,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,PA,Pennsylvania,0,Dollars per million Btu
2023,ELEXB,Electricity exported from the United States,MT,Montana,2733,Billion Btu
2023,ELEXB,Electricity exported from the United States,NC,North Carolina,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,ND,North Dakota,3296,Billion Btu
2023,ELEXB,Electricity exported from the United States,NE,Nebraska,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,LA,Louisiana,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,MA,Massachusetts,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,MD,Maryland,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,ME,Maine,542,Billion Btu
2023,ELEXB,Electricity exported from the United States,NH,New Hampshire,0,Billion Btu
2023,ELEXP,Electricity exported from the United States,LA,Louisiana,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,MA,Massachusetts,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,MD,Maryland,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,CO,Colorado,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,CT,Connecticut,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,DC,District of Columbia,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,DE,Delaware,0,Million kilowatthours
2023,ELEXB,Electricity exported from the United States,TX,Texas,2453,Billion Btu
2023,ELEXB,Electricity exported from the United States,US,United States,68285,Billion Btu
2023,ELEXB,Electricity exported from the United States,UT,Utah,0,Billion Btu
2023,ELEXD,Electricity exports average price,FL,Florida,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,GA,Georgia,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,HI,Hawaii,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,IA,Iowa,0,Dollars per million Btu
2023,ELEXP,Electricity exported from the United States,ME,Maine,159,Million kilowatthours
2023,ESRCV,Electricity expenditures in the residential sector,NE,Nebraska,1195.2,Million dollars
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,CO,Colorado,3389,Kilowatthours
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,CT,Connecticut,3446,Kilowatthours
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,DC,District of Columbia,3451,Kilowatthours
2023,ESRCV,Electricity expenditures in the residential sector,VT,Vermont,453.1,Million dollars
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,KY,Kentucky,5395,Kilowatthours
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,LA,Louisiana,6919,Kilowatthours
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,MA,Massachusetts,2740,Kilowatthours
2023,ESRFB,Electricity consumed by refineries,PA,Pennsylvania,1522,Billion Btu
2023,ESRFB,Electricity consumed by refineries,RI,Rhode Island,0,Billion Btu
2023,ESRCD,Electricity price in the residential sector,NE,Nebraska,32.83,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,NH,New Hampshire,82.51,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,NJ,New Jersey,51.89,Dollars per million Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,MO,Missouri,119299,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,MS,Mississippi,63273,Billion Btu
2023,ESRCD,Electricity price in the residential sector,PA,Pennsylvania,53.05,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,RI,Rhode Island,79.18,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,SC,South Carolina,40.1,Dollars per million Btu
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,DE,Delaware,4759,Kilowatthours
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,UT,Utah,38652,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,VA,Virginia,147043,Billion Btu
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,MD,Maryland,4199,Kilowatthours
2023,ESRCD,Electricity price in the residential sector,GA,Georgia,40.12,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,HI,Hawaii,124.25,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,IA,Iowa,39,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,NC,North Carolina,37.89,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,ND,North Dakota,32.27,Dollars per million Btu
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,RI,Rhode Island,2995,Million kilowatthours
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,SC,South Carolina,30898,Million kilowatthours
2023,ESRCD,Electricity price in the residential sector,SD,South Dakota,36.12,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,TN,Tennessee,35.73,Dollars per million Btu
2023,ESRCV,Electricity expenditures in the residential sector,AZ,Arizona,5466.1,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,CA,California,24439.8,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,CO,Colorado,2859.3,Million dollars
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,VT,Vermont,7426,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,WA,Washington,132864,Billion Btu
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,IA,Iowa,14582,Million kilowatthours
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,ID,Idaho,9793,Million kilowatthours
2023,ESRCD,Electricity price in the residential sector,ID,Idaho,32.4,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,IL,Illinois,46.03,Dollars per million Btu
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,NC,North Carolina,58738,Million kilowatthours
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,ND,North Dakota,5067,Million kilowatthours
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,NE,Nebraska,10671,Million kilowatthours
2023,ESRCV,Electricity expenditures in the residential sector,IN,Indiana,4741.4,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,KS,Kansas,1848.9,Million dollars
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,AL,Alabama,6137,Kilowatthours
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,AR,Arkansas,5986,Kilowatthours
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,AZ,Arizona,5218,Kilowatthours
2023,ESRCV,Electricity expenditures in the residential sector,CT,Connecticut,3751.2,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,DC,District of Columbia,390,Million dollars
2023,ESRFB,Electricity consumed by refineries,US,United States,147078,Billion Btu
2023,ESRFB,Electricity consumed by refineries,UT,Utah,1887,Billion Btu
2023,ESRFB,Electricity consumed by refineries,VA,Virginia,0,Billion Btu
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,IL,Illinois,43320,Million kilowatthours
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,IN,Indiana,31739,Million kilowatthours
2023,ESRCV,Electricity expenditures in the residential sector,NH,New Hampshire,1310.5,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,NJ,New Jersey,5030.5,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,NM,New Mexico,1015.8,Million dollars
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,NH,New Hampshire,4655,Million kilowatthours
2023,ESRCV,Electricity expenditures in the residential sector,WA,Washington,4276.7,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,WI,Wisconsin,3749.6,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,WV,West Virginia,1437.9,Million dollars
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,CA,California,2113,Kilowatthours
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,NV,Nevada,46092,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,NY,New York,170986,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,OH,Ohio,169623,Billion Btu
2023,ESRFB,Electricity consumed by refineries,VT,Vermont,0,Billion Btu
2023,ESRFB,Electricity consumed by refineries,WA,Washington,5691,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,MT,Montana,19638,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,NC,North Carolina,200412,Billion Btu
2023,ESRCV,Electricity expenditures in the residential sector,NV,Nevada,2251.6,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,NY,New York,11147.7,Million dollars
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,ID,Idaho,4968,Kilowatthours
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,IL,Illinois,3427,Kilowatthours
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,IN,Indiana,4613,Kilowatthours
2023,ESRCV,Electricity expenditures in the residential sector,WY,Wyoming,337.9,Million dollars
2023,ESRFB,Electricity consumed by refineries,AK,Alaska,252,Billion Btu
2023,ESRFB,Electricity consumed by refineries,MD,Maryland,0,Billion Btu
2023,ESRFB,Electricity consumed by refineries,ME,Maine,0,Billion Btu
2023,ESRFB,Electricity consumed by refineries,MI,Michigan,1512,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,OK,Oklahoma,81265,Billion Btu
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,AK,Alaska,2051,Million kilowatthours
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,AL,Alabama,31410,Million kilowatthours
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,AR,Arkansas,18374,Million kilowatthours
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,ND,North Dakota,17289,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,NE,Nebraska,36408,Billion Btu
2023,ESRCD,Electricity price in the residential sector,TX,Texas,42.39,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,US,United States,46.89,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,UT,Utah,32.82,Dollars per million Btu
2023,ESRPP,Electricity consumed by (sales to ultimate customers in) the residential sector per capita,KS,Kansas,4681,Kilowatthours
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,WI,Wisconsin,75811,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,WV,West Virginia,34918,Billion Btu
2023,ESRFB,Electricity consumed by refineries,MN,Minnesota,4746,Billion Btu
2023,ESRFB,Electricity consumed by refineries,MO,Missouri,0,Billion Btu
2023,ESRCD,Electricity price in the residential sector,IN,Indiana,43.78,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,KS,Kansas,39.22,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,KY,Kentucky,37.08,Dollars per million Btu
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,AZ,Arizona,38992,Million kilowatthours
2023,ESRCV,Electricity expenditures in the residential sector,KY,Kentucky,3106.3,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,LA,Louisiana,3666.4,Million dollars
2023,ESRCD,Electricity price in the residential sector,VA,Virginia,41.79,Dollars per million Btu
2023,ESRCD,Electricity price in the residential sector,VT,Vermont,61.02,Dollars per million Btu
2023,ESRCV,Electricity expenditures in the residential sector,DE,Delaware,775.8,Million dollars
2023,ESRCV,Electricity expenditures in the residential sector,FL,Florida,20652,Million dollars
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,WY,Wyoming,10058,Billion Btu
2023,ESRCD,Electricity price in the residential sector,AK,Alaska,70.04,Dollars per million Btu
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,KS,Kansas,13815,Million kilowatthours
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,KY,Kentucky,24553,Million kilowatthours
2023,BDCCB,Biodiesel consumed by the commercial sector,DC,District of Columbia,0,Billion Btu
2023,BDCCB,Biodiesel consumed by the commercial sector,DE,Delaware,0,Billion Btu
2023,ELEXP,Electricity exported from the United States,FL,Florida,0,Million kilowatthours
2023,ELEXB,Electricity exported from the United States,VA,Virginia,0,Billion Btu
2023,ELEXP,Electricity exported from the United States,OH,Ohio,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,OK,Oklahoma,0,Million kilowatthours
2023,ELEXP,Electricity exported from the United States,OR,Oregon,0,Million kilowatthours
2023,ELEXD,Electricity exports average price,ID,Idaho,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,RI,Rhode Island,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,SC,South Carolina,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,SD,South Dakota,0,Dollars per million Btu
2023,ELEXD,Electricity exports average price,TN,Tennessee,0,Dollars per million Btu
2023,ELEXB,Electricity exported from the United States,CO,Colorado,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,CT,Connecticut,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,DC,District of Columbia,0,Billion Btu
2023,ELEXB,Electricity exported from the United States,DE,Delaware,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,AK,Alaska,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,AL,Alabama,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,AR,Arkansas,0,Billion Btu
2023,ELNIP,Net imports of electricity into the United States,GA,Georgia,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,HI,Hawaii,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,IA,Iowa,0,Million kilowatthours
2023,ELNIB,Net imports of electricity into the United States,KS,Kansas,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,KY,Kentucky,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,LA,Louisiana,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,NV,Nevada,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,NY,New York,19709,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,OH,Ohio,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,WA,Washington,-32355,Billion Btu
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,CT,Connecticut,1.7,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,DC,District of Columbia,3.9,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,DE,Delaware,1.3,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,FL,Florida,1.7,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,GA,Georgia,1.2,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,HI,Hawaii,3.1,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,IA,Iowa,.5,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,ID,Idaho,.7,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,IL,Illinois,1.3,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,IN,Indiana,.6,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,KS,Kansas,.6,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,KY,Kentucky,.4,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,LA,Louisiana,.3,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,MA,Massachusetts,2.2,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,MD,Maryland,2.1,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,ME,Maine,1.2,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,MI,Michigan,.9,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,MN,Minnesota,1.1,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,MO,Missouri,.7,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,MS,Mississippi,.2,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,MT,Montana,.7,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,NC,North Carolina,1.1,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,ND,North Dakota,.2,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,NE,Nebraska,.5,Percent
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,NH,New Hampshire,1.2,Percent
2023,ELNIB,Net imports of electricity into the United States,AZ,Arizona,-13,Billion Btu
2023,ELNIP,Net imports of electricity into the United States,LA,Louisiana,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,MA,Massachusetts,0,Million kilowatthours
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,OK,Oklahoma,50.9,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,OR,Oregon,87,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,PA,Pennsylvania,101.5,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,RI,Rhode Island,10.6,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,SC,South Carolina,27.9,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,SD,South Dakota,2.7,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,TN,Tennessee,41.5,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,TX,Texas,269,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,US,United States,4554.9,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,UT,Utah,49.7,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,VA,Virginia,104.9,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,VT,Vermont,12.5,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,WA,Washington,181.9,Thousands of registered vehicles
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,WI,Wisconsin,34.8,Thousands of registered vehicles
2023,ELNIP,Net imports of electricity into the United States,MS,Mississippi,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,TN,Tennessee,0,Million kilowatthours
2023,ELNIB,Net imports of electricity into the United States,OR,Oregon,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,PA,Pennsylvania,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,RI,Rhode Island,0,Billion Btu
2023,ELNIP,Net imports of electricity into the United States,AL,Alabama,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,AR,Arkansas,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,AZ,Arizona,-4,Million kilowatthours
2023,ELNIB,Net imports of electricity into the United States,DE,Delaware,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,FL,Florida,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,GA,Georgia,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,MO,Missouri,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,MS,Mississippi,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,MT,Montana,-2219,Billion Btu
2023,ELNIP,Net imports of electricity into the United States,ID,Idaho,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,CA,California,4476,Million kilowatthours
2023,ELNIB,Net imports of electricity into the United States,HI,Hawaii,0,Billion Btu
2023,ELIMP,Electricity imported into the United States,NH,New Hampshire,0,Million kilowatthours
2023,BDCBB,Biodiesel refinery and blender net inputs portion to the commercial sector,NM,New Mexico,0,Billion Btu
2023,BDCBB,Biodiesel refinery and blender net inputs portion to the commercial sector,NV,Nevada,0,Billion Btu
2023,BDEIB,Biodiesel consumed by the electric power sector,GA,Georgia,4,Billion Btu
2023,BDEIB,Biodiesel consumed by the electric power sector,NM,New Mexico,0,Billion Btu
2023,BDCCB,Biodiesel consumed by the commercial sector,AL,Alabama,0,Billion Btu
2023,BDCCB,Biodiesel consumed by the commercial sector,ME,Maine,0,Billion Btu
2023,BDCCB,Biodiesel consumed by the commercial sector,OR,Oregon,0,Billion Btu
2023,EVCHN,Total charging ports for electric vehicles,CO,Colorado,6053,Number
2023,EVCHN,Total charging ports for electric vehicles,CT,Connecticut,3984,Number
2023,EVCHN,Total charging ports for electric vehicles,DC,District of Columbia,1316,Number
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,MT,Montana,15,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,NC,North Carolina,145,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,ND,North Dakota,3,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,NE,Nebraska,20,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,NH,New Hampshire,27,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,NJ,New Jersey,260,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,NM,New Mexico,25,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,NV,Nevada,96,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,NY,New York,337,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,OH,Ohio,125,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,OK,Oklahoma,73,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,OR,Oregon,152,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,PA,Pennsylvania,169,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,RI,Rhode Island,17,Million kilowatthours
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,SC,South Carolina,44,Million kilowatthours
